customer_age_class,region,internet_product_name,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,flag_churn
35 - 39,NRW,GIGAZUHAUSE KABEL,41.9,40.42,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,41.47,43.61,30,0,1
50 - 54,NRW,VF CABLEMAX,91.45,61.33,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.35,39.84,30,0,0
35 - 39,NRW,VF RIP U-TREUE,32.07,24.33,33,0,0
50 - 54,NRW,VF CABLEMAX,89.67,51.24,28,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,43.31,57.96,29,0,0
80 and over,NRW,VF RIP U-TREUE,44.6,39.59,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,50.07,49.41,32,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,46.0,40.49,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.96,40.01,28,0,1
55 - 59,NRW,VF CABLEMAX,77.56,57.54,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.23,40.12,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.78,39.44,31,0,1
55 - 59,NRW,VF CABLEMAX,78.93,49.71,29,0,0
55 - 59,NRW,VF RIP U-TREUE,48.39,42.81,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,47.14,40.38,29,0,1
50 - 54,NRW,VF CABLEMAX,48.85,43.35,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.98,40.13,29,0,1
35 - 39,NRW,VF RIP U-TREUE,41.84,38.61,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,66.69,53.69,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,22.84,29.44,28,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,37.81,39.74,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.7,39.66,28,0,1
80 and over,NRW,MMA,31.23,23.69,28,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,39.92,38.86,30,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,39.32,27.72,351,0,0
80 and over,NRW,GIGAZUHAUSE TREUE B,38.71,25.55,30,0,0
35 - 39,NRW,VF CABLEMAX,52.77,44.53,29,0,1
35 - 39,NRW,VF RIP U-TREUE,32.44,26.39,29,0,1
80 and over,NRW,VF RIP U-TREUE,19.96,29.05,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,83.69,49.17,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.17,40.17,29,0,0
35 - 39,NRW,VF RIP U-TREUE,22.25,30.8,31,0,0
80 and over,NRW,VF RIP U-TREUE,38.89,29.45,32,0,0
80 and over,NRW,VF RIP U-TREUE,27.27,32.25,28,0,0
80 and over,NRW,VF RIP U-TREUE,46.38,39.5,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,42.97,48.86,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.76,40.6,28,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,25.45,25.71,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,43.54,40.31,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,70.96,61.85,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,75.89,43.11,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,50.36,43.73,28,0,1
35 - 39,NRW,VF RIP U-TREUE,33.63,29.91,31,0,1
80 and over,NRW,VF RIP U-TREUE,34.53,30.66,29,0,0
55 - 59,NRW,VF CABLEMAX,81.12,50.37,31,0,0
80 and over,NRW,VF RIP U-TREUE,32.32,27.0,29,0,0
80 and over,NRW,VF RIP U-TREUE,40.76,28.36,29,0,0
55 - 59,NRW,VF RIP U-TREUE,44.25,39.7,29,0,0
35 - 39,NRW,VF RIP U-TREUE,43.49,38.33,32,0,0
80 and over,NRW,VF RIP U-TREUE,19.73,22.15,31,0,0
80 and over,NRW,MMA,15.47,24.82,30,0,0
80 and over,NRW,VF RIP U-TREUE,27.12,30.6,33,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.51,39.17,30,0,1
55 - 59,NRW,VF RIP U-TREUE,42.19,39.07,27,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.02,40.19,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.87,35.68,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.1,40.33,30,0,0
50 - 54,NRW,VF CABLEMAX,41.67,45.98,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.15,31.32,31,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,45.38,56.48,30,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,30.85,5.63,28,0,0
25 - 29,NRW,VF CABLEMAX,48.49,44.81,29,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,40.5,44.34,30,0,1
80 and over,NRW,VF RIP U-TREUE,42.69,34.65,31,0,0
55 - 59,NRW,VF CABLEMAX,47.99,48.62,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,64.19,44.17,31,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,38.81,40.77,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.45,45.59,29,0,1
55 - 59,NRW,VF RIP U-TREUE,37.22,37.99,31,0,0
25 - 29,NRW,VF CABLEMAX,32.93,45.15,31,0,1
25 - 29,NRW,VF CABLEMAX,44.8,40.03,31,0,1
80 and over,NRW,VF RIP U-TREUE,28.87,25.23,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.51,44.54,29,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,47.63,40.96,198,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.89,39.78,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,48.6,39.66,28,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,40.97,39.92,29,0,0
50 - 54,NRW,VF CABLEMAX,85.73,50.15,29,0,1
80 and over,NRW,VF RIP U-TREUE,39.64,38.17,30,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,38.57,39.73,30,0,0
80 and over,NRW,VF RIP U-TREUE,32.29,29.25,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.92,43.95,30,0,1
35 - 39,NRW,VF RIP U-TREUE,27.05,26.88,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.24,39.26,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,29.36,29.44,31,0,1
35 - 39,NRW,VF RIP U-TREUE,31.66,29.3,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,69.11,49.25,34,0,0
55 - 59,NRW,VF RIP U-TREUE,38.42,38.63,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.5,44.48,28,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,42.91,40.53,32,0,0
80 and over,NRW,VF RIP U-TREUE,32.67,27.89,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.17,39.11,31,0,1
50 - 54,NRW,VF CABLEMAX,50.17,44.81,32,0,1
60 - 64,NRW,RED INTERNET & PHONE CABLE U,36.13,31.19,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,19.7,31.44,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.32,45.46,29,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,35.76,26.75,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,40.97,39.12,31,0,0
40 - 44,NRW,VF RIP U-TREUE,31.89,37.78,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,30.58,40.81,28,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,76.96,55.86,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,48.67,40.37,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.68,40.57,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.76,45.4,30,0,0
35 - 39,NRW,VF RIP U-TREUE,21.8,29.48,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.5,44.18,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.47,39.41,29,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,50.63,44.94,30,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,43.73,39.83,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.05,29.51,28,0,1
80 and over,NRW,VF RIP U-TREUE,29.08,30.63,31,0,0
55 - 59,NRW,VF RIP U-TREUE,44.5,38.83,29,0,0
80 and over,NRW,VF RIP U-TREUE,33.76,29.51,28,0,0
25 - 29,NRW,VF CABLEMAX,37.81,44.65,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.4,40.43,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.32,39.98,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,51.23,39.33,29,0,1
50 - 54,NRW,VF CABLEMAX,50.38,50.07,30,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,22.53,32.24,33,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,43.85,40.42,30,0,0
25 - 29,NRW,VF CABLEMAX,42.77,45.86,31,0,1
35 - 39,NRW,EAZY,19.4,29.19,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,33.82,39.63,30,0,1
80 and over,NRW,VF RIP U-TREUE,35.98,39.67,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.25,28.36,29,0,1
35 - 39,NRW,VF CABLEMAX,49.86,44.75,28,0,1
55 - 59,NRW,VF RIP U-TREUE,41.91,42.81,31,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,42.6,44.21,29,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,71.99,50.97,359,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,38.97,55.33,296,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.52,45.88,30,0,1
35 - 39,NRW,VF CABLEMAX,46.54,44.95,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.52,44.4,30,0,1
50 - 54,NRW,VF CABLEMAX,47.72,49.78,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,51.14,44.42,29,0,1
80 and over,NRW,MMA,30.16,21.58,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,71.33,59.69,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,41.88,44.55,30,0,0
40 - 44,NRW,VF RIP U-TREUE,29.49,24.25,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.02,34.14,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,32.18,40.01,31,0,0
35 - 39,NRW,VF RIP U-TREUE,18.38,33.9,30,0,1
80 and over,NRW,VF RIP U-TREUE,27.68,24.48,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.98,39.78,30,0,0
35 - 39,NRW,VF RIP U-TREUE,42.73,37.97,30,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,49.91,39.23,30,0,1
25 - 29,NRW,VF CABLEMAX,47.88,45.37,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,31.01,39.67,29,0,1
55 - 59,NRW,VF RIP U-TREUE,39.39,43.7,33,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,57.75,44.71,235,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,82.42,61.65,32,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,72.59,44.68,31,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,21.69,9.44,385,0,0
35 - 39,NRW,VF RIP U-TREUE,29.13,27.38,30,0,0
55 - 59,NRW,VF RIP U-TREUE,36.78,39.07,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.15,39.41,30,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,33.99,38.3,311,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,38.24,38.25,30,0,0
25 - 29,NRW,VF CABLEMAX,51.24,44.78,32,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.95,39.35,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,40.92,28.22,29,0,0
80 and over,NRW,VF RIP U-TREUE,32.58,31.34,28,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,41.84,59.23,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.19,34.45,32,0,1
55 - 59,NRW,VF RIP U-TREUE,39.94,43.43,30,0,0
25 - 29,NRW,VF CABLEMAX,46.52,44.83,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,62.96,56.26,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.82,39.96,29,0,1
55 - 59,NRW,VF CABLEMAX,84.6,50.38,27,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.57,40.53,29,0,0
35 - 39,NRW,VF CABLEMAX,41.64,45.52,29,0,1
50 - 54,NRW,VF CABLEMAX,85.96,49.06,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.75,39.92,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.64,39.44,32,0,0
35 - 39,NRW,VF RIP U-TREUE,29.82,38.64,31,0,0
35 - 39,NRW,VF CABLEMAX,39.74,43.31,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.39,26.23,28,0,1
55 - 59,NRW,VF CABLEMAX,72.65,49.41,28,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,43.78,43.31,342,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,17.48,33.78,31,0,1
35 - 39,NRW,VF RIP U-TREUE,22.12,29.18,30,0,1
55 - 59,NRW,VF RIP U-TREUE,51.98,43.89,29,0,0
55 - 59,NRW,VF CABLEMAX,85.1,50.39,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,40.02,39.29,222,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,35.86,39.47,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,59.01,51.01,30,0,0
25 - 29,NRW,VF CABLEMAX,37.01,45.16,31,0,0
35 - 39,NRW,VF RIP U-TREUE,35.16,39.12,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.57,39.98,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.46,40.06,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.37,29.35,27,0,0
80 and over,NRW,VF RIP U-TREUE,23.48,27.1,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.54,45.02,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.59,34.68,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.0,40.23,30,0,0
55 - 59,NRW,VF CABLEMAX,81.72,49.26,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,76.09,49.3,32,0,0
35 - 39,NRW,VF CABLEMAX,42.64,44.86,32,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,33.0,30.42,31,0,0
25 - 29,NRW,VF CABLEMAX,51.75,43.69,27,0,1
40 - 44,NRW,GIGAZUHAUSE KABEL,52.88,44.14,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,42.74,39.65,30,0,0
55 - 59,NRW,VF RIP U-TREUE,67.85,43.28,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,48.91,44.46,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.67,39.6,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.49,31.55,32,0,0
35 - 39,NRW,VF CABLEMAX,46.06,45.13,27,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,23.7,32.28,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,24.14,27.82,30,0,1
60 - 64,NRW,VF RIP U-TREUE,38.31,38.74,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,32.69,38.64,28,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,64.53,59.35,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.26,44.94,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.63,40.59,67,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,38.37,25.69,32,0,0
50 - 54,NRW,VF CABLEMAX,52.51,50.39,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,33.98,39.48,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.64,39.18,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,30.27,41.0,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.89,34.39,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.71,45.11,30,0,1
50 - 54,NRW,VF CABLEMAX,46.48,50.3,28,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,38.24,45.09,31,0,1
80 and over,NRW,VF RIP U-TREUE,40.2,29.55,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.73,44.96,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.45,35.2,30,0,1
35 - 39,NRW,VF RIP U-TREUE,40.82,28.73,30,0,1
35 - 39,NRW,EAZY,11.31,26.37,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,30.48,31.16,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,89.28,52.14,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.56,39.24,29,0,0
35 - 39,NRW,VF RIP U-TREUE,19.97,25.49,29,0,0
35 - 39,NRW,VF RIP U-TREUE,30.48,33.29,29,0,0
50 - 54,NRW,VF CABLEMAX,51.64,49.94,30,0,1
35 - 39,NRW,VF RIP U-TREUE,24.87,24.83,31,0,0
25 - 29,NRW,VF CABLEMAX,44.08,45.29,26,0,1
60 - 64,NRW,RED INTERNET & PHONE CABLE U,39.94,40.46,31,0,0
50 - 54,NRW,VF CABLEMAX,85.46,49.86,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.97,43.44,29,0,0
35 - 39,NRW,VF RIP U-TREUE,31.59,29.41,33,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,31.9,39.34,29,0,1
60 - 64,NRW,RED INTERNET & PHONE CABLE U,48.88,39.04,32,0,0
35 - 39,NRW,VF CABLEMAX,43.85,44.66,30,0,1
25 - 29,NRW,VF CABLEMAX,45.23,43.96,27,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,46.25,44.69,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.88,40.16,27,0,1
35 - 39,NRW,VF CABLEMAX,56.71,45.43,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.38,40.93,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.82,40.22,31,0,0
55 - 59,NRW,VF CABLEMAX,73.21,58.9,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.76,29.13,29,0,1
80 and over,NRW,VF RIP U-TREUE,44.51,30.91,30,0,0
25 - 29,NRW,VF CABLEMAX,47.96,45.55,76,0,1
80 and over,NRW,EAZY,25.78,0.78,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.21,44.79,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,47.51,43.52,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.62,39.36,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,21.58,32.84,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.52,44.4,30,0,0
55 - 59,NRW,VF CABLEMAX,43.0,50.48,28,0,0
50 - 54,NRW,VF CABLEMAX,50.27,44.82,30,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,33.29,28.94,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,45.53,40.63,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.73,40.35,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.92,48.81,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.21,39.67,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.96,39.6,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,50.18,40.43,32,0,1
35 - 39,NRW,VF RIP U-TREUE,25.06,28.1,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,48.66,43.99,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,48.77,45.12,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,23.63,28.97,72,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,35.64,40.17,228,0,1
80 and over,NRW,VF RIP U-TREUE,24.52,31.95,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,49.24,45.17,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.91,39.43,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.95,38.83,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,25.58,29.76,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.15,29.86,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.41,44.76,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.51,30.73,29,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,32.59,29.38,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,27.61,29.22,31,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,48.37,39.67,29,0,1
55 - 59,NRW,VF CABLEMAX,81.08,50.89,32,0,0
50 - 54,NRW,VF CABLEMAX,48.09,44.51,30,0,1
50 - 54,NRW,VF CABLEMAX,48.16,50.37,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.8,40.64,30,0,0
50 - 54,NRW,VF CABLEMAX,46.86,45.66,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.03,40.82,31,0,1
50 - 54,NRW,VF CABLEMAX,70.01,45.03,29,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE C,29.89,26.88,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,63.91,39.35,30,0,0
80 and over,NRW,VF RIP U-TREUE,17.87,29.13,30,0,0
80 and over,NRW,VF RIP U-TREUE,33.08,39.76,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.03,40.23,31,0,1
80 and over,NRW,VF RIP U-TREUE,26.75,26.53,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.93,44.61,30,0,0
50 - 54,NRW,VF CABLEMAX,81.41,50.38,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.17,38.7,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.32,44.91,29,0,1
25 - 29,NRW,VF CABLEMAX,47.17,45.31,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.48,39.74,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.83,39.42,31,0,1
80 and over,NRW,VF RIP U-TREUE,20.99,27.41,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.43,44.58,30,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,69.96,57.78,409,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.55,39.16,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.5,40.04,29,0,1
80 and over,NRW,VF RIP U-TREUE,21.66,28.41,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,31.68,39.48,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.79,34.12,30,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,50.41,61.17,30,0,0
80 and over,NRW,VF RIP U-TREUE,38.92,26.12,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,35.66,39.43,28,0,0
55 - 59,NRW,VF RIP U-TREUE,82.88,48.43,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.46,45.2,29,0,1
25 - 29,NRW,VF CABLEMAX,46.02,44.05,32,0,1
55 - 59,NRW,VF CABLEMAX,65.86,48.73,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.13,40.21,37,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,37.42,38.1,27,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,24.58,30.6,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.48,35.57,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.37,40.62,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,31.04,39.39,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.64,31.36,28,0,1
80 and over,NRW,VF RIP U-TREUE,28.28,24.35,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.97,46.02,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,31.86,39.87,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.99,40.44,32,0,1
25 - 29,NRW,VF CABLEMAX,37.65,44.37,30,0,1
35 - 39,NRW,VF RIP U-TREUE,24.32,25.27,29,0,0
35 - 39,NRW,VF RIP U-TREUE,27.85,30.28,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,40.8,39.94,28,0,0
25 - 29,NRW,VF CABLEMAX,48.55,44.81,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.13,34.88,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,64.0,42.21,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.55,40.12,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,24.5,32.42,30,0,1
35 - 39,NRW,EAZY,23.95,17.32,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,48.22,44.96,34,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,29.6,9.87,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,37.65,44.98,29,0,0
55 - 59,NRW,VF RIP U-TREUE,47.79,41.92,29,0,0
35 - 39,NRW,VF RIP U-TREUE,32.89,24.28,29,0,1
50 - 54,NRW,VF CABLEMAX,45.43,45.1,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,49.07,40.0,26,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,36.03,39.5,28,0,1
80 and over,NRW,VF RIP U-TREUE,29.55,30.67,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.88,34.56,32,0,1
80 and over,NRW,VF RIP U-TREUE,39.6,24.94,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.49,44.4,30,0,1
80 and over,NRW,VF RIP U-TREUE,38.21,38.45,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,47.94,45.76,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,49.95,44.12,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.9,34.02,30,0,1
35 - 39,NRW,VF RIP U-TREUE,33.59,26.06,31,0,0
